uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,analysisStartDate,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,processingRemarks,laboratoryName,dataQF,publicationDate
c58f4b39-4d47-4849-b7db-a9a659ad5d26,BART_018.basePlot.all,D01,BART,BART_018,S2016NH003001,2016-05-11,16N04935,Bs1,2016-12-01,S2016NH003001-3,bulk,23,33,28,1.016,,,0,0,0,0,7.8,,0,0,,1,,6.3,4.8,5.4,0.04,,,,,,,,,,,,,,,,,,,26.4,1.2,22,26,0.2,0.74,0.81,213.5,168.3,0.13,0.25,0.7,1,0,0.1,20.3,7.2,0.7,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
4b3f67f9-9798-4743-aa6b-74a0ac75632e,BART_018.basePlot.all,D01,BART,BART_018,S2016NH003001,2016-05-11,16N04933,Oa,2016-10-19,S2016NH003001-1,bulk,0,13,6.5,1.093,0,,6.3,1.8,1.3,0,118.7,59,9.4,8,22.7,13.3,,10.5,3.5,4.4,1.82,,,1.9,1.7,0,0.84,0,436.4,0,1.1,0.1,0,0,0,,4.1,,1.8,508.7,18,28,509,2.1,0.54,0.04,93.1,372.2,0,0.33,0.5,0.1,0,0.1,190.9,111.4,65.1,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
07f09a4a-cc9f-45f9-8abb-d3eb8f4b3c07,BART_018.basePlot.all,D01,BART,BART_018,S2016NH003001,2016-05-11,16N04936,Bs2,2016-12-01,S2016NH003001-4,bulk,33,49,41,1.014,,,0,0,0,0,7.7,,,,,1,,3,4.7,5.3,0.03,,,,,,,,,,,,,,,,,,,20.4,1,20,20,0.2,0.7,0.65,186,168.2,0.13,0.22,0.6,0.8,0,0.1,18.1,6.1,0.7,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
9e2267f4-18d8-4845-b17b-b580adc17e8c,BART_018.basePlot.all,D01,BART,BART_018,S2016NH003001,2016-05-11,16N04934,E/B,2016-12-01,S2016NH003001-2,bulk,13,23,18,1.01,,,0,0,0,0,4.9,,0,0,,1,,1.3,4.6,5.1,0.04,,,,,,,,,,,,,,,,,,,21.2,0.9,23,21,0.2,0.41,0.79,58.6,75.3,0.06,0.15,0.3,0.8,0,0,11.1,5.8,0.8,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
262bd448-3977-413d-a6fb-110b2e21c953,BART_018.basePlot.all,D01,BART,BART_018,S2016NH003001,2016-05-11,16N04937,Cd,2016-12-01,S2016NH003001-5,bulk,49,100,74.5,1.002,,,0,0,0,0,0.7,,,,,0.1,,0.1,5.3,5.9,0.01,,,,,,,,,,,,,,,,,,,0.6,0.1,6,1,0,0.05,0.1,75.9,104.9,0.01,0,0,0.3,0,0,2.5,0.8,9.4,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
03256967-d014-4ee7-aa5c-8044c1888d15,BART_081.basePlot.all,D01,BART,BART_081,S2016NH003002,2016-05-17,16N04938,Oa,2016-10-19,S2016NH003002-1,bulk,0,9,4.5,1.068,0,,4.8,1.8,2.3,0,121,26,8.9,7,12.1,3.2,,11.1,3.1,3.9,1.46,,,1.5,0.7,0,0.65,0,448.8,0,0.8,0.1,0,0,0,,3.8,,1.4,506.3,16.3,31,506,1.9,0.09,0.07,72.5,102.5,0,0.05,0.1,0.1,0,0.1,176.7,90.9,33.7,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
c2a12aae-97c0-40cc-9528-c57b7ecdc99b,BART_081.basePlot.all,D01,BART,BART_081,S2016NH003002,2016-05-17,16N04940,Bhs,2016-12-01,S2016NH003002-3,bulk,13,18,15.5,1.024,,,0,0,0,0,19,,0,0,,5.1,,0,4.1,4.3,0.12,,,,,,,,,,,,,,,,,,,45.9,1.4,32,46,0.2,0.74,0.44,2.1,77.9,0.14,0.84,0.7,1.1,0,0.1,58,9.4,1,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
1b9d092b-bb5a-4339-b57a-0f3f3c3ca45e,BART_081.basePlot.all,D01,BART,BART_081,S2016NH003002,2016-05-17,16N04943,BC2,2016-12-01,S2016NH003002-6,bulk,54,100,77,1.007,,,0,0,0,0,2.5,,,,,0.5,,0,4.9,5,0.03,,,,,,,,,,,,,,,,,,,4.2,0.3,14,4,0,0.38,0.1,13.2,84.3,0.14,0.05,0.2,0.3,0,0,6.6,3.1,5.2,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
6a6d52c7-e258-47b5-bd2d-8685150fc5cb,BART_081.basePlot.all,D01,BART,BART_081,S2016NH003002,2016-05-17,16N04942,BC1,2016-12-01,S2016NH003002-5,bulk,27,54,40.5,1.008,,,0,0,0,0,3.7,,,,,0.7,,0,4.7,4.8,0.03,,,,,,,,,,,,,,,,,,,8,0.3,27,8,0.1,0.43,0.09,6.3,76,0.14,0.11,0.3,0.4,0,0.1,9.1,3.5,1.2,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
b54c9c32-f6b9-4bec-abcb-5f9f76fe6a02,BART_081.basePlot.all,D01,BART,BART_081,S2016NH003002,2016-05-17,16N04939,E,2016-10-19,S2016NH003002-2,bulk,9,13,11,1.004,,,0,0,0,0,5.6,,0,0,,1.6,,0,3.4,4,0.11,,,,,,,,,,,,,,,,,,,15.4,0.6,26,15,0.1,0.05,0,2.1,63.9,0,0.04,0,0.1,0,0,6.3,4.7,3,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
f9f20e9b-31b0-4922-a28b-af756cc2ae51,BART_081.basePlot.all,D01,BART,BART_081,S2016NH003002,2016-05-17,16N04941,Bs,2016-10-19,S2016NH003002-4,bulk,18,27,22.5,1.02,,,0,0,0,0,12,,,,,1.8,,0.1,4.4,4.5,0.07,,,,,,,,,,,,,,,,,,,26.5,0.8,32,27,0.1,0.89,0.24,2.1,83.1,0.28,0.36,0.6,0.7,0,0.1,24.1,7.7,4.5,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
6979f237-28e2-45f4-82d3-b188b065e3f7,BART_012.basePlot.all,D01,BART,BART_012,S2016NH003003,2016-05-19,16N04946,Bw1,2016-12-01,S2016NH003003-3,bulk,7,29,18,1.004,,,0,0,0,0,2.3,,0,1,,0.9,,0.3,4.5,4.8,0.05,,,,,,,,,,,,,,,,,,,5.5,0.4,14,6,0.1,0.11,0.18,103.4,64.4,0,0.05,0.1,0.6,0,0,5.4,3.4,1.1,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
634a9e20-a234-405e-b2f4-2828f0bd67a5,BART_012.basePlot.all,D01,BART,BART_012,S2016NH003003,2016-05-19,16N04948,C,2016-12-01,S2016NH003003-5,bulk,52,100,76,1.004,,,0.8,0,0,0,2.1,47,0.8,38,1.5,0.7,,0.4,4.5,4.8,0.06,,,,,,,,,,,,,,,,,,,2.5,0.2,13,3,0,0.07,0.22,171.4,130.2,0.01,0.04,0.1,0.7,0,0,3.9,2.5,4.4,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
c579debd-70fb-4dec-bc7f-9b28e958798d,BART_012.basePlot.all,D01,BART,BART_012,S2016NH003003,2016-05-19,16N04947,Bw2,2016-12-01,S2016NH003003-4,bulk,29,52,40.5,1.003,,,0,0,0,0,1.6,,0,1,,0.7,,0.2,4.5,5,0.03,,,,,,,,,,,,,,,,,,,3.2,0.2,16,3,0,0.08,0.19,84.9,72.3,0.01,0.04,0.1,0.6,0,0,4.6,2.9,1.9,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
a884d366-3c63-4ece-99ec-09e9f1dc53f9,BART_012.basePlot.all,D01,BART,BART_012,S2016NH003003,2016-05-19,16N04945,A,2016-12-01,S2016NH003003-2,bulk,3,7,5,1.007,0,,0,0.1,0.2,0,6.2,80,0.3,5,1.5,1.2,,3.7,4,4.3,0.52,,,4.4,0.8,0,1.62,0.2,55.2,0,1.4,1.2,0,0,10.9,,4.1,,0.4,27.6,1.8,15,28,0.2,0.08,0.27,196.1,76.7,0,0.12,0.1,0.7,0,0,11.7,7.7,6,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
85c66de7-a917-4c31-a874-4da12b1e5bce,BART_012.basePlot.all,D01,BART,BART_012,S2016NH003003,2016-05-19,16N04944,Oa,2016-12-01,S2016NH003003-1,bulk,0,3,1.5,1.06,0,,11.6,2.5,2.6,0,53.6,3,16.7,31,17.3,0.6,,9.1,4.8,5.4,3.27,,,2.6,1.4,0,1.5,0.1,435.5,2.1,1.9,0.2,0,0,0,,5.3,,4.4,297.8,17.1,17,298,1.7,0.27,0.11,289.9,271.6,0.01,0.19,0.3,0.3,0,0.1,76.8,82.2,34.5,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
f7bf5912-aaf2-478c-8c08-e849233d53e7,BART_062.basePlot.all,D01,BART,BART_062,S2016NH003004,2016-05-23,16N04950,E,2016-12-01,S2016NH003004-2,bulk,13,36,24.5,1.005,,,1,0.1,0,0,3,56,1.1,37,2.5,1.4,,0.6,3.8,4.1,0.13,,,,,,,,,,,,,,,,,,,15.8,0.7,23,16,0.1,0.03,0.01,13.1,10.1,0,0.03,0,0.2,0,0,4.6,4.6,5,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
b50e0dc0-620b-4292-9e7b-bf00fd4f5450,BART_062.basePlot.all,D01,BART,BART_062,S2016NH003004,2016-05-23,16N04952,Bs2,2016-12-01,S2016NH003004-4,bulk,62,100,81,1.012,,,1,0,0,0,3.5,33,1,29,1.5,0.5,,0.1,5,5.1,0.02,,,,,,,,,,,,,,,,,,,8,0.5,16,8,0.1,0.61,0.31,127.1,119.7,0.24,0.07,0.4,0.7,0,0.1,9.7,5.4,3.9,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
b8a8c4bb-893a-4cc0-b9ee-637ec5365c2a,BART_062.basePlot.all,D01,BART,BART_062,S2016NH003004,2016-05-23,16N04949,Oa,2016-10-19,S2016NH003004-1,bulk,0,13,6.5,1.022,0,,4.5,0.8,0.6,0,27.9,9,5.9,21,6.5,0.6,,10.8,4.1,4.9,1.07,,,2.1,0.8,0,1.06,0,210.7,1,1,0.1,0,0,0.1,,4.7,,3,154,8,19,154,0.7,0.07,0.24,501.3,134,0,0.12,0.1,0.5,0,0.1,28.4,33.6,17.6,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
f72846f0-0bc3-43df-9857-047bc45ee8e3,BART_062.basePlot.all,D01,BART,BART_062,S2016NH003004,2016-05-23,16N04951,Bs1,2016-10-19,S2016NH003004-3,bulk,36,62,49,1.029,,,1.2,0.1,0,0,13.8,54,1.3,9,2.8,1.5,,0.2,4.7,4.8,0.08,,,,,,,,,,,,,,,,,,,31.9,1.6,19,32,0.2,1.67,0.84,54.5,198.7,0.54,0.35,1.2,1.5,0,0.2,51,12.4,0.3,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
cf1217b3-32b0-4f81-a517-02919253572c,BART_027.basePlot.all,D01,BART,BART_027,S2016NH003005,2016-05-31,16N04955,E,2016-12-01,S2016NH003005-3,bulk,30,35,32.5,1.004,0,,0.7,0,0,0,5.8,95,0.7,12,14.3,13.6,,0.2,2.6,3.2,0.8,,,1.7,0.4,0,0.22,0,38.3,0.1,0,0,0,0,0,,3.7,,0.4,10.3,0.4,26,10,0.1,0.23,0.05,2.1,19.6,0,0.1,0,0.1,0,0,8.6,3.9,5.7,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
35283b67-3e7f-4f74-b530-36191ca7244f,BART_027.basePlot.all,D01,BART,BART_027,S2016NH003005,2016-05-31,16N04956,Bhs,2016-12-01,S2016NH003005-4,bulk,35,47,41,1.03,,,0.2,0,0,0,22.4,97,0.2,1,6.6,6.4,,0,4.1,4.4,0.03,,,,,,,,,,,,,,,,,,,43.2,1.3,32,43,0.2,1.02,0.43,1.1,11.6,0.18,1,1.1,1.2,0,0.1,63.8,13.1,0.6,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
292fe2f8-a173-43bc-ae61-7d25bce6956e,BART_027.basePlot.all,D01,BART,BART_027,S2016NH003005,2016-05-31,16N04958,C,2016-12-01,S2016NH003005-6,bulk,73,100,86.5,1.007,,,0.2,0.2,0,0,2.5,60,0.4,16,1,0.6,,0,4.8,5.1,0.02,,,,,,,,,,,,,,,,,,,3.3,0.1,33,3,0,0.38,0.02,52.6,47.5,0.14,0.03,0.2,0.4,0,0,6.9,3.9,10.8,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
c3e0165f-2883-4801-8f36-bcfc1a91e8d8,BART_027.basePlot.all,D01,BART,BART_027,S2016NH003005,2016-05-31,16N04953,Oa1,2016-10-19,S2016NH003005-1,bulk,0,24,12,1.073,0,,6.8,1.3,2.1,0,121.2,31,10.2,8,14.7,4.5,,3.8,2.8,3.6,1.14,,,0.8,0.4,0,0.44,0,512.8,0,0.2,0.1,0,0,0,0,3.4,,0.8,535.5,16.7,32,536,2.1,0.11,0.04,28.7,54.2,0,0.06,0.1,0.1,0,0,195.9,103.5,40,,,The saturated paste water content value is abnormally high (i.e. > 500%) for this sample due to a high organic matter content. Organic matter has a low particle density compared to mineral matter and the SP water % is determined on a weight basis.,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
65ff670c-0325-4474-bfa4-fce195ebba22,BART_027.basePlot.all,D01,BART,BART_027,S2016NH003005,2016-05-31,16N04954,Oa2,2016-12-01,S2016NH003005-2,bulk,24,30,27,1.059,,,2.3,0.3,0.9,0,110.5,39,3.5,3,5.7,2.2,,0,3.2,4,0.08,,,,,,,,,,,,,,,,,,,411.8,9.5,43,412,1.2,0.04,0,1.1,0,0,0.04,0.3,0.2,0,0,209.3,55.5,1.1,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
988751a8-19fd-4e3f-b81c-d9abffb72c99,BART_027.basePlot.all,D01,BART,BART_027,S2016NH003005,2016-05-31,16N04957,BC,2016-12-01,S2016NH003005-5,bulk,47,73,60,1.01,,,0.2,0.2,0,0,4.6,80,0.4,9,2,1.6,,0,4.5,4.7,0.03,,,,,,,,,,,,,,,,,,,8.2,0.2,41,8,0.1,0.41,0.08,1,0,0.11,0.11,0.4,0.7,0,0.1,11.4,6.3,0.5,,,"",USDA NRCS Kellogg Soil Survey Laboratory,,20191202T150718Z
b69b7bb0-82b2-463e-b8de-ed52532cc6db,BART_030.basePlot.all,D01,BART,BART_030,S2016NH003006,2016-06-02,16N04960,Oa,2016-10-19,S2016NH003006-2,bulk,4,18,11,1.077,0,,6.4,1.2,2.6,0,155.4,38,10.2,7,16.5,6.3,,1.5,2.7,3.4,1.12,,,2.8,0.4,0,0.42,0.1,432.9,0,0.2,0,0,0,0,0,3.2,,0.9,533.3,17.1,31,533,2.2,0.14,0.07,10.1,42.8,0,0.11,0.2,0.1,0,0,237.3,106.2,20.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
908f70b6-6cda-4137-af51-3446148ee8ec,BART_030.basePlot.all,D01,BART,BART_030,S2016NH003006,2016-06-02,16N04964,C,2016-12-01,S2016NH003006-6,bulk,76,100,88,1.005,,,0,0,0,0,0.9,,0,2,,0.2,,0,5.1,5.2,0.02,,,,,,,,,,,,,,,,,,,2.2,0,,2,0.1,0.19,0.09,48.2,0,0.08,0.02,0.2,0.6,0,0.1,3.8,2.7,3.3,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
9da49f1b-f63a-4fd9-afb5-9487194bd62e,BART_030.basePlot.all,D01,BART,BART_030,S2016NH003006,2016-06-02,16N04963,BC,2016-12-01,S2016NH003006-5,bulk,50,76,63,1.01,,,0,0,0,0,2.8,,,,,0.5,,0,5,4.9,0.03,,,,,,,,,,,,,,,,,,,4.3,0.1,43,4,0.2,0.72,0.18,14.9,4.3,0.31,0.08,0.4,0.9,0,0.1,9.5,4.9,0.5,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
51eb5ca4-66eb-495d-8466-49d7cb341055,BART_030.basePlot.all,D01,BART,BART_030,S2016NH003006,2016-06-02,16N04962,Bhs,2016-12-01,S2016NH003006-4,bulk,36,50,43,1.036,,,0,0,0,0,21.4,,,,,2.4,,0.1,4.3,4.5,0.07,,,,,,,,,,,,,,,,,,,36.5,1.1,32,37,0.2,1.71,0.6,5.4,31.2,0.62,0.69,1.3,1.7,0,0.2,56.4,13.9,0.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
27ddac0e-792c-41b9-bb8c-83f47c5a9f87,BART_030.basePlot.all,D01,BART,BART_030,S2016NH003006,2016-06-02,16N04961,E,2016-12-01,S2016NH003006-3,bulk,18,36,27,1.002,,,0,0,0,0,1.8,,,,,1,,0,3.5,4,0.09,,,,,,,,,,,,,,,,,,,5.8,0.3,19,6,0.1,0.02,0,1,0,0,0.05,0,0.3,0,0,4.3,3.7,1.1,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
9b5257b4-f9df-4acf-9d96-ed5b988b688b,BART_030.basePlot.all,D01,BART,BART_030,S2016NH003006,2016-06-02,16N04959,Oe,2016-12-01,S2016NH003006-1,bulk,0,4,2,1.074,0,,21.9,2.5,3.3,0,70.6,2,27.7,39,28.2,0.5,,29,3.6,4.5,1.7,,,2.7,0.8,0,0.75,0.1,437.9,0.7,0.9,0.2,0,0,0,0.4,4.1,,1.2,506.7,19.4,26,507,2.2,0.08,0.03,296.5,84.4,0,0.07,0.1,0.1,0,0,151.6,96.9,33.5,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
4a2fd599-f897-4eee-9421-f2746bef1555,BART_019.basePlot.all,D01,BART,BART_019,S2016NH003007,2016-06-07,16N04966,E,2016-12-01,S2016NH003007-2,bulk,9,12,10.5,1.004,,,0,0.1,0,0,4.4,96,0.1,2,2.8,2.7,,0,3.5,4.2,0.06,,,,,,,,,,,,,,,,,,,9.3,0.5,19,9,0.1,0.05,0.01,1,8.2,0,0.05,0,0.2,0,0,7.2,2.9,4.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
4c82ccb2-09d6-4252-82fb-3f38fdfc6a9b,BART_019.basePlot.all,D01,BART,BART_019,S2016NH003007,2016-06-07,16N04965,Oa,2016-10-19,S2016NH003007-1,bulk,0,9,4.5,1.056,0,,5,1.6,1.9,0,95.3,21,8.5,9,10.8,2.3,,4.7,2.9,3.7,1.23,,,2.9,0.5,0,0.62,0.1,395.9,0,0.8,0.1,0,0,0.2,0.5,3.5,,0.9,420.4,13.7,31,420,1.5,0.08,0.04,38.9,259.5,0,0.04,0.1,0.1,0,0.1,155.3,74,196.6,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
03f2542a-9296-4cac-a78e-7a282d8f9727,BART_019.basePlot.all,D01,BART,BART_019,S2016NH003007,2016-06-07,16N04967,Bhs,2016-12-01,S2016NH003007-3,bulk,12,34,23,1.033,,,0,0,0,0,20.7,,0,0,,3.6,,0,4.4,4.6,0.05,,,,,,,,,,,,,,,,,,,40.7,1.1,36,41,0.2,1.58,0.61,7.7,181.4,0.39,0.74,1.3,1,0,0.2,63.5,11.9,0.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
7b62a717-7f47-4f49-bc7d-947a45e44b57,BART_019.basePlot.all,D01,BART,BART_019,S2016NH003007,2016-06-07,16N04970,C,2016-12-01,S2016NH003007-6,bulk,79,100,89.5,1.002,,,0,0,0,0,0.4,,,,,0.2,,0,5,5.4,0.02,,,,,,,,,,,,,,,,,,,1.4,0.1,14,1,0,0.14,0.05,70.8,82.4,0.05,0.02,0.1,0.2,0,0,2.1,1.3,55.5,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
fcc39bf9-18f8-472d-a495-9af183ba89d0,BART_019.basePlot.all,D01,BART,BART_019,S2016NH003007,2016-06-07,16N04968,Bs,2016-12-01,S2016NH003007-4,bulk,34,57,45.5,1.015,,,0.1,0,0,0,6,91,0.1,2,1.1,1,,0,4.7,4.8,0.03,,,,,,,,,,,,,,,,,,,17.4,0.7,24,17,0.1,0.91,0.26,17,111.3,0.3,0.22,0.6,0.6,0,0.1,19,6.5,1.5,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
605476f1-6210-4a71-890c-5f427d18ffcb,BART_019.basePlot.all,D01,BART,BART_019,S2016NH003007,2016-06-07,16N04969,BC,2016-12-01,S2016NH003007-5,bulk,57,79,68,1.005,,,0.2,0,0,0,1.4,71,0.2,14,0.7,0.5,,0,4.9,5.3,0.01,,,,,,,,,,,,,,,,,,,4,0.2,27,4,0,0.33,0.1,21.5,85.9,0.12,0.04,0.2,0.3,0,0.1,6.4,2.6,25.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
591cfe3d-2411-4f9b-9575-213b55b0403c,BART_023.basePlot.all,D01,BART,BART_023,S2016NH003008,2016-06-10,16N04971,Oa,2016-10-19,S2016NH003008-1,bulk,0,23,11.5,1.074,0,,7.2,2.1,2.5,0,131.7,48,11.8,9,22.7,10.9,,4,3.1,4.2,1.47,,,2.7,0.6,0,0.58,0,434.7,0,0.6,0,0,0,0.1,,3.7,,1.4,489.7,19,26,490,2.1,0.32,0.11,29.9,103.7,0.01,0.33,0.3,0.2,0,0.1,205.7,76.1,21.3,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
a7e3b814-17e2-4644-947c-6610944398c8,BART_023.basePlot.all,D01,BART,BART_023,S2016NH003008,2016-06-10,16N04972,E,2016-12-01,S2016NH003008-2,bulk,23,29,26,1.006,,,0,0.1,0,0,7.6,97,0.1,1,3.6,3.5,,0.1,3.4,3.9,0.16,,,,,,,,,,,,,,,,,,,22.2,1.1,20,22,0.1,0.07,0.02,1,0,0,0.16,0.1,0.2,0,0,11.7,6.4,3.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
f87f6f07-fcfd-4059-a4d9-65be2cb62451,BART_023.basePlot.all,D01,BART,BART_023,S2016NH003008,2016-06-10,16N04975,Bhs3,2016-12-01,S2016NH003008-5,bulk,64,80,72,1.085,,,0,0,0,0,44,,0,0,,2.2,,0.1,4.7,5,0.05,,,,,,,,,,,,,,,,,,,77.4,3.7,21,77,0.5,5.55,0.69,5.7,536.6,2.01,1,2.4,1,0,0.5,100.4,28.9,0.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
54aba551-7c6e-4ca5-ac3e-c5bde77eae15,BART_023.basePlot.all,D01,BART,BART_023,S2016NH003008,2016-06-10,16N04974,Bhs2,2016-12-01,S2016NH003008-4,bulk,37,64,50.5,1.084,,,0,0,0,0,48.6,,0,0,,4.9,,0.1,4.5,4.5,0.14,,,,,,,,,,,,,,,,,,,97.1,3.5,28,97,0.5,4.56,1.57,6.1,337.4,1.36,1.42,3.1,2.1,0,0.7,130.3,32.3,0.3,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
5dbdb1a8-b88a-48ad-aaa6-bececd93a801,BART_023.basePlot.all,D01,BART,BART_023,S2016NH003008,2016-06-10,16N04973,Bhs1,2016-12-01,S2016NH003008-3,bulk,29,37,33,1.044,,,0,0,0,0,33.8,,0,0,,6.5,,0.1,4.1,4.2,0.22,,,,,,,,,,,,,,,,,,,73.2,2.6,28,73,0.3,1.48,1.05,5.5,32.8,0.31,1.21,1.5,1.7,0,0.2,89.7,21.1,0.6,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
2ef8abca-3b5a-4b3a-abbb-89b6873e4663,BART_024.basePlot.all,D01,BART,BART_024,S2016NH003009,2016-06-14,16N04977,E,2016-12-01,S2016NH003009-2,bulk,14,20,17,1.004,,,0.2,0.1,0,0,5.3,79,0.3,6,1.4,1.1,,0.1,3.2,4.2,0.11,,,,,,,,,,,,,,,,,,,17.1,0.8,21,17,0,0.03,0,1,0,0,0.05,0,0.1,0,0,9,6.5,2.5,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
aea275d8-e7f5-4e62-b7d8-d21b85006cab,BART_024.basePlot.all,D01,BART,BART_024,S2016NH003009,2016-06-14,16N04976,Oa,2016-10-19,S2016NH003009-1,bulk,0,14,7,1.069,0,,6.1,1.1,2.8,0.2,116.4,34,10.2,9,15.4,5.2,,2.7,2.7,3.5,0.97,,,3,0.5,0,0.36,0.1,400.2,0,0.2,0,0,0,0,,3.2,,0.5,401.5,10.2,40,402,1.3,0.13,0.04,20.4,39.8,0,0.06,0.1,0.2,0,0.1,168.1,82.4,12.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
8f6bd932-47c8-476b-8668-669c65e75d39,BART_015.basePlot.all,D01,BART,BART_015,S2016NH003010,2016-06-16,16N04978,Oa,2016-10-19,S2016NH003010-1,bulk,0,20,10,1.064,0,,4,0.4,1.6,0,147.5,52,6,4,12.5,6.5,,0.5,2.7,3.3,0.67,,,2.8,0.4,0,0.27,0,358.3,0,0.1,0,0,0,0,0,3.2,,0.5,492.7,15,33,493,1.8,0.16,0.01,4.3,77.8,0,0.02,0.2,0.1,0,0,239.1,86,9.1,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
e4106648-816a-4fc5-99b6-69decf14d026,BART_015.basePlot.all,D01,BART,BART_015,S2016NH003010,2016-06-16,16N04979,E,2016-12-01,S2016NH003010-2,bulk,20,25,22.5,1.004,,,0,0,0,0,5.4,,0,0,,2.2,,0,3.3,3.7,0.11,,,,,,,,,,,,,,,,,,,9.6,0.6,16,10,0.1,0.04,0,2.1,0,0,0.05,0,0.2,0,0,8,3.5,1,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
f1eab8f5-ad5a-418e-84c3-f24f81c486ca,BART_015.basePlot.all,D01,BART,BART_015,S2016NH003010,2016-06-16,16N04981,Bhs2,2016-12-01,S2016NH003010-4,bulk,38,61,49.5,1.023,,,0,0,0,0,15,,0,0,,1.6,,0,4.5,4.6,0.04,,,,,,,,,,,,,,,,,,,28.4,1.1,25,28,0.2,0.93,0.22,23.5,80,0.27,0.31,1.1,0.8,0,0.2,51.7,9.9,0.8,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20191202T153545Z
